CityTown;Population;Latitude;Longitude
Chelyabinsk, Kommunarov, 36;101;55.134023;61.431524
Chelyabinsk, Kommunarov, 94;336;55.11857;61.429539
Chelyabinsk, Kommunisticheskaya, 10;44;55.261818;61.398206
Chelyabinsk, Kommunisticheskaya, 10a;45;55.262357;61.398673
Chelyabinsk, Kommunisticheskaya, 5;74;55.260951;61.400829
Chelyabinsk, Kommunisticheskaya, 6a;110;55.262383;61.400937
Chelyabinsk, Kommunisticheskaya, 8;120;55.261818;61.399661
Chelyabinsk, Kommunisticheskaya, 9;59;55.260967;61.398817
Chelyabinsk, Kommunisticheskaya, 9a;120;55.260202;61.398978
Chelyabinsk, Kommuny, 115;59;55.162191;61.384992
Chelyabinsk, Kommuny, 127;111;55.162129;61.381731
Chelyabinsk, Kommuny, 135a;173;55.161671;61.377338
Chelyabinsk, Kommuny, 137;50;55.161954;61.375739
Chelyabinsk, Kommuny, 139;299;55.161507;61.372586
Chelyabinsk, Kommuny, 151;398;55.161723;61.365839
Chelyabinsk, Kommuny, 35;538;55.162757;61.412776
Chelyabinsk, Kommuny, 46;92;55.163945;61.407557
Chelyabinsk, Kommuny, 69;268;55.162793;61.408788
Chelyabinsk, Kommuny, 71;150;55.162751;61.405761
Chelyabinsk, Kommuny, 80;126;55.162654;61.38713
Chelyabinsk, Kommuny, 86;42;55.162556;61.384066
Chelyabinsk, Kommuny, 88;99;55.162494;61.382575
Chelyabinsk, Komsomolskaya, 11;102;55.145293;61.411079
Chelyabinsk, Komsomolskaya, 13a;115;55.144619;61.411546
Chelyabinsk, Komsomolskaya, 16;153;55.145951;61.409938
Chelyabinsk, Komsomolskaya, 18a;200;55.145354;61.409641
Chelyabinsk, Komsomolskaya, 20;60;55.145066;61.41036
Chelyabinsk, Komsomolskiy prospekt, 100;67;55.190359;61.292276
Chelyabinsk, Komsomolskiy prospekt, 101;248;55.191089;61.296921
Chelyabinsk, Komsomolskiy prospekt, 101a;370;55.190267;61.299598
Chelyabinsk, Komsomolskiy prospekt, 103;208;55.190195;61.294917
Chelyabinsk, Komsomolskiy prospekt, 104;52;55.18985;61.291163
Chelyabinsk, Komsomolskiy prospekt, 105;252;55.18909;61.29242
Chelyabinsk, Komsomolskiy prospekt, 109;306;55.187738;61.289339
Chelyabinsk, Komsomolskiy prospekt, 109a;239;55.187239;61.291719
Chelyabinsk, Komsomolskiy prospekt, 11;548;55.191094;61.384075
Chelyabinsk, Komsomolskiy prospekt, 112;588;55.188314;61.287803
Chelyabinsk, Komsomolskiy prospekt, 120;72;55.186227;61.283132
Chelyabinsk, Komsomolskiy prospekt, 122;723;55.185759;61.282548
Chelyabinsk, Komsomolskiy prospekt, 124;133;55.186628;61.282341
Chelyabinsk, Komsomolskiy prospekt, 126;53;55.187337;61.281056
Chelyabinsk, Komsomolskiy prospekt, 13;40;55.191469;61.383159
Chelyabinsk, Komsomolskiy prospekt, 130;94;55.186083;61.279709
Chelyabinsk, Komsomolskiy prospekt, 130a;78;55.186232;61.278954
Chelyabinsk, Komsomolskiy prospekt, 132;231;55.185579;61.279646
Chelyabinsk, Komsomolskiy prospekt, 132a;73;55.185749;61.278909
Chelyabinsk, Komsomolskiy prospekt, 134;535;55.185446;61.280796
Chelyabinsk, Komsomolskiy prospekt, 138;511;55.185091;61.278442
Chelyabinsk, Komsomolskiy prospekt, 140;424;55.184387;61.278595
Chelyabinsk, Komsomolskiy prospekt, 15;396;55.191264;61.38121
Chelyabinsk, Komsomolskiy prospekt, 17;156;55.191531;61.380473
Chelyabinsk, Komsomolskiy prospekt, 18;221;55.192456;61.365983
Chelyabinsk, Komsomolskiy prospekt, 18a;86;55.192384;61.366899
Chelyabinsk, Komsomolskiy prospekt, 19a;397;55.191372;61.377329
Chelyabinsk, Komsomolskiy prospekt, 22;125;55.193201;61.359955
Chelyabinsk, Komsomolskiy prospekt, 24;234;55.193694;61.358195
Chelyabinsk, Komsomolskiy prospekt, 24a;46;55.194357;61.358779
Chelyabinsk, Komsomolskiy prospekt, 24b;98;55.194979;61.358213
Chelyabinsk, Komsomolskiy prospekt, 26;123;55.194609;61.357207
Chelyabinsk, Komsomolskiy prospekt, 28;151;55.195061;61.352859
Chelyabinsk, Komsomolskiy prospekt, 28a;96;55.196526;61.352967
Chelyabinsk, Komsomolskiy prospekt, 28b;102;55.196444;61.352131
Chelyabinsk, Komsomolskiy prospekt, 28v;148;55.19558;61.352194
Chelyabinsk, Komsomolskiy prospekt, 30;94;55.19519;61.350218
Chelyabinsk, Komsomolskiy prospekt, 30v;467;55.195041;61.348412
Chelyabinsk, Komsomolskiy prospekt, 30g;353;55.195488;61.348628
Chelyabinsk, Komsomolskiy prospekt, 30d;101;55.195565;61.349634
Chelyabinsk, Komsomolskiy prospekt, 32;222;55.195056;61.346589
Chelyabinsk, Komsomolskiy prospekt, 32a;48;55.196526;61.347424
Chelyabinsk, Komsomolskiy prospekt, 32d;90;55.19555;61.346355
Chelyabinsk, Komsomolskiy prospekt, 33;329;55.194044;61.351305
Chelyabinsk, Komsomolskiy prospekt, 33a;162;55.193381;61.352634
Chelyabinsk, Komsomolskiy prospekt, 33v;67;55.193042;61.350559
Chelyabinsk, Komsomolskiy prospekt, 33g;64;55.193278;61.349652
Chelyabinsk, Komsomolskiy prospekt, 33d;354;55.193658;61.351062
Chelyabinsk, Komsomolskiy prospekt, 34a;785;55.196074;61.343876
Chelyabinsk, Komsomolskiy prospekt, 35;65;55.194018;61.348277
Chelyabinsk, Komsomolskiy prospekt, 36;160;55.195005;61.340947
Chelyabinsk, Komsomolskiy prospekt, 36v;493;55.195745;61.342627
Chelyabinsk, Komsomolskiy prospekt, 37;211;55.194049;61.34481
Chelyabinsk, Komsomolskiy prospekt, 37a;92;55.193222;61.344127
Chelyabinsk, Komsomolskiy prospekt, 37b;48;55.192877;61.342798
Chelyabinsk, Komsomolskiy prospekt, 38;308;55.195185;61.338378
Chelyabinsk, Komsomolskiy prospekt, 38a;91;55.19574;61.341253
Chelyabinsk, Komsomolskiy prospekt, 38b;275;55.195842;61.340534
Chelyabinsk, Komsomolskiy prospekt, 38 v;316;55.195668;61.338324
Chelyabinsk, Komsomolskiy prospekt, 39;1 859;55.193946;61.342079
Chelyabinsk, Komsomolskiy prospekt, 39a;199;55.193032;61.341073
Chelyabinsk, Komsomolskiy prospekt, 39b;349;55.192852;61.341935
Chelyabinsk, Komsomolskiy prospekt, 3a;80;55.191336;61.389501
Chelyabinsk, Komsomolskiy prospekt, 3b;63;55.191084;61.389546
Chelyabinsk, Komsomolskiy prospekt, 40;207;55.195;61.336474
Chelyabinsk, Komsomolskiy prospekt, 40a;139;55.195585;61.33677
Chelyabinsk, Komsomolskiy prospekt, 41;513;55.194147;61.338432
Chelyabinsk, Komsomolskiy prospekt, 41g;496;55.191793;61.340157
Chelyabinsk, Komsomolskiy prospekt, 41d;47;55.191264;61.339492
Chelyabinsk, Komsomolskiy prospekt, 43;424;55.192574;61.33615
Chelyabinsk, Komsomolskiy prospekt, 43b;190;55.191942;61.33748
Chelyabinsk, Komsomolskiy prospekt, 43v;181;55.193407;61.33624
Chelyabinsk, Komsomolskiy prospekt, 44;75;55.196295;61.335126
Chelyabinsk, Komsomolskiy prospekt, 44a;434;55.195627;61.33536
Chelyabinsk, Komsomolskiy prospekt, 45;43;55.193782;61.336195
Chelyabinsk, Komsomolskiy prospekt, 46;75;55.196325;61.334264
Chelyabinsk, Komsomolskiy prospekt, 47;220;55.194085;61.329035
Chelyabinsk, Komsomolskiy prospekt, 47a;229;55.19333;61.330087
Chelyabinsk, Komsomolskiy prospekt, 48;440;55.195015;61.334515
Chelyabinsk, Komsomolskiy prospekt, 48a;318;55.195534;61.333976
Chelyabinsk, Komsomolskiy prospekt, 49;99;55.193114;61.32908
Chelyabinsk, Komsomolskiy prospekt, 50;33;55.195;61.330509
Chelyabinsk, Komsomolskiy prospekt, 52;111;55.195031;61.328353
Chelyabinsk, Komsomolskiy prospekt, 53;94;55.193288;61.327832
Chelyabinsk, Komsomolskiy prospekt, 54;298;55.195693;61.329521
Chelyabinsk, Komsomolskiy prospekt, 56;63;55.196526;61.329215
Chelyabinsk, Komsomolskiy prospekt, 56a;530;55.197261;61.327724
Chelyabinsk, Komsomolskiy prospekt, 57;57;55.193592;61.326251
Chelyabinsk, Komsomolskiy prospekt, 58;139;55.195935;61.328146
Chelyabinsk, Komsomolskiy prospekt, 59;171;55.193247;61.325451
Chelyabinsk, Komsomolskiy prospekt, 59a;56;55.193407;61.324238
Chelyabinsk, Komsomolskiy prospekt, 60a;372;55.196459;61.326547
Chelyabinsk, Komsomolskiy prospekt, 61;214;55.194023;61.324122
Chelyabinsk, Komsomolskiy prospekt, 61a;62;55.192739;61.3244
Chelyabinsk, Komsomolskiy prospekt, 62;330;55.194995;61.326978
Chelyabinsk, Komsomolskiy prospekt, 62a;217;55.195781;61.326835
Chelyabinsk, Komsomolskiy prospekt, 66;415;55.194979;61.32458
Chelyabinsk, Komsomolskiy prospekt, 66a;55;55.195848;61.325658
Chelyabinsk, Komsomolskiy prospekt, 66b;34;55.196248;61.326152
Chelyabinsk, Komsomolskiy prospekt, 66v;150;55.196423;61.326143
Chelyabinsk, Komsomolskiy prospekt, 69;329;55.194013;61.315713
Chelyabinsk, Komsomolskiy prospekt, 69a;136;55.193134;61.314635
Chelyabinsk, Komsomolskiy prospekt, 70;219;55.195046;61.322424
Chelyabinsk, Komsomolskiy prospekt, 71a;151;55.192626;61.314788
Chelyabinsk, Komsomolskiy prospekt, 73;45;55.193324;61.31362
Chelyabinsk, Komsomolskiy prospekt, 74;230;55.195082;61.314007
Chelyabinsk, Komsomolskiy prospekt, 75;135;55.192399;61.313602
Chelyabinsk, Komsomolskiy prospekt, 76a;225;55.195596;61.31212
Chelyabinsk, Komsomolskiy prospekt, 78;177;55.194959;61.310809
Chelyabinsk, Komsomolskiy prospekt, 78a;454;55.196464;61.311608
Chelyabinsk, Komsomolskiy prospekt, 79;63;55.192425;61.312201
Chelyabinsk, Komsomolskiy prospekt, 80;2 030;55.194959;61.308437
Chelyabinsk, Komsomolskiy prospekt, 80b;253;55.196788;61.309192
Chelyabinsk, Komsomolskiy prospekt, 80v;67;55.196593;61.310458
Chelyabinsk, Komsomolskiy prospekt, 81;63;55.193037;61.311599
Chelyabinsk, Komsomolskiy prospekt, 81a;123;55.193309;61.310898
Chelyabinsk, Komsomolskiy prospekt, 81b;160;55.193386;61.312776
Chelyabinsk, Komsomolskiy prospekt, 82;106;55.194917;61.307009
Chelyabinsk, Komsomolskiy prospekt, 83;194;55.194008;61.312174
Chelyabinsk, Komsomolskiy prospekt, 84;185;55.194953;61.305248
Chelyabinsk, Komsomolskiy prospekt, 84a;672;55.196264;61.306021
Chelyabinsk, Komsomolskiy prospekt, 85;98;55.194018;61.308527
Chelyabinsk, Komsomolskiy prospekt, 86;251;55.195061;61.302886
Chelyabinsk, Komsomolskiy prospekt, 87;253;55.192893;61.309892
Chelyabinsk, Komsomolskiy prospekt, 88;124;55.194465;61.301502
Chelyabinsk, Komsomolskiy prospekt, 89;63;55.192456;61.308958
Chelyabinsk, Komsomolskiy prospekt, 89a;30;55.192769;61.308392
Chelyabinsk, Komsomolskiy prospekt, 91a;31;55.193242;61.309075
Chelyabinsk, Komsomolskiy prospekt, 93;35;55.194049;61.304808
Chelyabinsk, Komsomolskiy prospekt, 93a;54;55.193437;61.305032
Chelyabinsk, Komsomolskiy prospekt, 99;331;55.192168;61.299759
Chelyabinsk, Konstruktora Dukhova, 1;230;55.173828;61.550865
Chelyabinsk, Konstruktora Dukhova, 11;43;55.172465;61.548889
Chelyabinsk, Konstruktora Dukhova, 13;409;55.172635;61.547739
Chelyabinsk, Konstruktora Dukhova, 15;148;55.172594;61.546679
Chelyabinsk, Konstruktora Dukhova, 17;198;55.17193;61.547757
Chelyabinsk, Konstruktora Dukhova, 19;127;55.171699;61.546751
Chelyabinsk, Konstruktora Dukhova, 2;130;55.172907;61.551413
Chelyabinsk, Konstruktora Dukhova, 21;147;55.172157;61.545862
Chelyabinsk, Konstruktora Dukhova, 23;165;55.171144;61.545646
Chelyabinsk, Konstruktora Dukhova, 3;232;55.17391;61.550066
Chelyabinsk, Konstruktora Dukhova, 4;235;55.172506;61.551027
Chelyabinsk, Konstruktora Dukhova, 5;315;55.172907;61.549976
Chelyabinsk, Konstruktora Dukhova, 6;82;55.172157;61.550219
Chelyabinsk, Konstruktora Dukhova, 7;118;55.173504;61.549096
Chelyabinsk, Konteynernaya, 8;61;55.100098;61.382889
Chelyabinsk, Kopeyskoe shosse, 11;64;55.122436;61.502365
Chelyabinsk, Kopeyskoe shosse, 13a;71;55.122246;61.501665
Chelyabinsk, Kopeyskoe shosse, 1v;94;55.120748;61.510064
Chelyabinsk, Kopeyskoe shosse, 2a;109;55.122261;61.513549
Chelyabinsk, Kopeyskoe shosse, 3;32;55.121124;61.508842
Chelyabinsk, Kopeyskoe shosse, 30;47;55.123775;61.501108
Chelyabinsk, Kopeyskoe shosse, 39;182;55.139977;61.453263
Chelyabinsk, Kopeyskoe shosse, 39a;329;55.140883;61.452635
Chelyabinsk, Kopeyskoe shosse, 39b;141;55.140322;61.452096
Chelyabinsk, Kopeyskoe shosse, 3a;43;55.120526;61.509076
Chelyabinsk, Kopeyskoe shosse, 3b;105;55.120784;61.508133
Chelyabinsk, Kopeyskoe shosse, 43;179;55.141531;61.451548
Chelyabinsk, Kopeyskoe shosse, 43b;278;55.141351;61.45029
Chelyabinsk, Kopeyskoe shosse, 47;470;55.142782;61.449733
Chelyabinsk, Kopeyskoe shosse, 47b;32;55.141356;61.448727
Chelyabinsk, Kopeyskoe shosse, 49b;194;55.143317;61.447999
Chelyabinsk, Kopeyskoe shosse, 7;21;55.121855;61.505303
Chelyabinsk, Korabelnaya, 10;132;55.105284;61.361752
Chelyabinsk, Korabelnaya, 6;106;55.104522;61.364501
Chelyabinsk, Korabelnaya, 6a;34;55.104914;61.36539
Chelyabinsk, Korabelnaya, 8;307;55.104543;61.363189
Chelyabinsk, Korabelnaya, 8a;66;55.105444;61.365229
Chelyabinsk, Korkinskaya, 3;45;55.249171;61.378775
Chelyabinsk, Korkinskaya, 5;99;55.249232;61.377832
Chelyabinsk, Kosareva, 10;99;55.190272;61.371238
Chelyabinsk, Kosareva, 10a;91;55.189933;61.370906
Chelyabinsk, Kosareva, 12;116;55.189326;61.371391
Chelyabinsk, Kosareva, 14;253;55.188365;61.371454
Chelyabinsk, Kosareva, 18;225;55.187373;61.371337
Chelyabinsk, Kosareva, 22;273;55.186001;61.371131
Chelyabinsk, Kosareva, 50 a/2;36;55.181416;61.369747
Chelyabinsk, Kosareva, 50a stroenie 1;61;55.181364;61.370663
Chelyabinsk, Kosareva, 52;600;55.17991;61.37184
Chelyabinsk, Kosareva, 52b;416;55.179282;61.369675
Chelyabinsk, Kosareva, 63;716;55.181781;61.373197
Chelyabinsk, Kosareva, 63b;187;55.181904;61.374975
Chelyabinsk, Kosareva, 63v;97;55.182264;61.375748
Chelyabinsk, Kosareva, 71;575;55.180501;61.373269
Chelyabinsk, Kosareva, 71a;144;55.180532;61.375128
Chelyabinsk, Kosareva, 75;266;55.179498;61.373781
Chelyabinsk, Kosareva, 79;26;55.17864;61.373574
Chelyabinsk, Kosareva, 8;178;55.190668;61.370807
Chelyabinsk, Kotina, 11;32;55.177591;61.45126
Chelyabinsk, Kotina, 13;76;55.177483;61.450389
Chelyabinsk, Kotina, 19;386;55.176984;61.446364
Chelyabinsk, Kotina, 21;178;55.175478;61.442466
Chelyabinsk, Kotina, 24;142;55.178871;61.451997
Chelyabinsk, Kotina, 25;70;55.175226;61.437525
Chelyabinsk, Kotina, 26;222;55.178496;61.450595
Chelyabinsk, Kotina, 3;153;55.178588;61.454207
Chelyabinsk, Kotina, 33;31;55.174599;61.43448
Chelyabinsk, Kotina, 35;73;55.174434;61.433716
Chelyabinsk, Kotina, 44;59;55.176758;61.442816
Chelyabinsk, Kotina, 5;232;55.177555;61.454018
Chelyabinsk, Kotina, 7;168;55.177745;61.45285
Chelyabinsk, Kotina, 7a;69;55.176774;61.453434
Chelyabinsk, Kotina, 9;95;55.177714;61.452042
Chelyabinsk, Krasnaya, 40;120;55.157577;61.3934
Chelyabinsk, Krasnaya, 40a;46;55.157279;61.392591
Chelyabinsk, Krasnaya, 48;43;55.156178;61.39349
Chelyabinsk, Krasnaya, 69;88;55.159069;61.394029
Chelyabinsk, Krasnoarmeyskaya, 109;63;55.162772;61.414124
Chelyabinsk, Krasnoarmeyskaya, 111;107;55.16215;61.414151
Chelyabinsk, Krasnogo Urala, 10;110;55.193992;61.354009
Chelyabinsk, Krasnogo Urala, 15;228;55.195262;61.355572
Chelyabinsk, Krasnogo Urala, 22;35;55.190303;61.352517
Chelyabinsk, Krasnogo Urala, 3;64;55.19722;61.355042
Chelyabinsk, Krasnogo Urala, 4;185;55.197461;61.354161
Chelyabinsk, Krasnogo Urala, 4a;73;55.197014;61.353236
Chelyabinsk, Krasnogo Urala, 5;126;55.197225;61.355904
Chelyabinsk, Krasnogo Urala, 6;150;55.196176;61.354188
Chelyabinsk, Krasnogo Urala, 8;60;55.195205;61.354161
Chelyabinsk, Krasnogo Urala, 9;87;55.196295;61.356066
Chelyabinsk, Krasnoznamennaya, 12;124;55.189506;61.379063
Chelyabinsk, Krasnoznamennaya, 12a;194;55.189424;61.378039
Chelyabinsk, Krasnoznamennaya, 16;181;55.188129;61.379072
Chelyabinsk, Krasnoznamennaya, 20;46;55.186952;61.37882
Chelyabinsk, Krasnoznamennaya, 27;27;55.18523;61.380186
Chelyabinsk, Krasnoznamennaya, 27a;77;55.185847;61.380725
Chelyabinsk, Krasnoznamennaya, 29;98;55.18451;61.380212
Chelyabinsk, Krasnoznamennaya, 3;57;55.1913;61.379781
Chelyabinsk, Krasnoznamennaya, 34;42;55.182084;61.379566
Chelyabinsk, Krasnoznamennaya, 40;41;55.180763;61.379602
Chelyabinsk, Krasnoznamennaya, 42;62;55.180167;61.379557
Chelyabinsk, Krasnoznamennaya, 44;157;55.179282;61.379656
Chelyabinsk, Krasnoznamennaya, 46;393;55.178439;61.379611
Chelyabinsk, Krasnooktyabrskaya, 16;207;55.251198;61.389456
Chelyabinsk, Krasnooktyabrskaya, 20;83;55.251265;61.385908
Chelyabinsk, Krasnopolskiy prospekt, 1;102;55.208225;61.30647
Chelyabinsk, Krasnopolskiy prospekt, 11;270;55.208831;61.294684
Chelyabinsk, Krasnopolskiy prospekt, 11a;86;55.20862;61.295142
Chelyabinsk, Krasnopolskiy prospekt, 11b;41;55.208682;61.293938
Chelyabinsk, Krasnopolskiy prospekt, 13;307;55.208918;61.29339
Chelyabinsk, Krasnopolskiy prospekt, 13a;193;55.20898;61.292555
Chelyabinsk, Krasnopolskiy prospekt, 13b;105;55.208363;61.293345
Chelyabinsk, Krasnopolskiy prospekt, 14;87;55.209314;61.302356
Chelyabinsk, Krasnopolskiy prospekt, 15;1 492;55.209134;61.289456
Chelyabinsk, Krasnopolskiy prospekt, 16;103;55.209391;61.301188
Chelyabinsk, Krasnopolskiy prospekt, 17a;86;55.209242;61.287578
Chelyabinsk, Krasnopolskiy prospekt, 19;538;55.20937;61.283203
Chelyabinsk, Krasnopolskiy prospekt, 19a;40;55.209463;61.282377
Chelyabinsk, Krasnopolskiy prospekt, 19b;659;55.209483;61.28156
Chelyabinsk, Krasnopolskiy prospekt, 1a;194;55.208209;61.305437
Chelyabinsk, Krasnopolskiy prospekt, 1b;125;55.207644;61.306272
Chelyabinsk, Krasnopolskiy prospekt, 1v;56;55.207711;61.307188
Chelyabinsk, Krasnopolskiy prospekt, 1g;232;55.207038;61.306928
Chelyabinsk, Krasnopolskiy prospekt, 1d;151;55.206278;61.30558
Chelyabinsk, Krasnopolskiy prospekt, 21;139;55.209314;61.280661
Chelyabinsk, Krasnopolskiy prospekt, 23;32;55.209647;61.280598
Chelyabinsk, Krasnopolskiy prospekt, 25;118;55.209704;61.279484
Chelyabinsk, Krasnopolskiy prospekt, 27;153;55.20936;61.278514
Chelyabinsk, Krasnopolskiy prospekt, 29;264;55.209848;61.278146
Chelyabinsk, Krasnopolskiy prospekt, 3;651;55.208322;61.303865
Chelyabinsk, Krasnopolskiy prospekt, 3a;207;55.208322;61.302859
Chelyabinsk, Krasnopolskiy prospekt, 3b;135;55.207736;61.303685
Chelyabinsk, Krasnopolskiy prospekt, 3v;60;55.207829;61.304628
Chelyabinsk, Krasnopolskiy prospekt, 3g;91;55.207048;61.304269
Chelyabinsk, Krasnopolskiy prospekt, 3d;63;55.206278;61.304269
Chelyabinsk, Krasnopolskiy prospekt, 46;168;55.211188;61.27979
Chelyabinsk, Krasnopolskiy prospekt, 48;128;55.210623;61.280401
Chelyabinsk, Krasnopolskiy prospekt, 48a;70;55.210613;61.281083
Chelyabinsk, Krasnopolskiy prospekt, 5;1 202;55.208384;61.301502
Chelyabinsk, Krasnopolskiy prospekt, 5a;138;55.208456;61.300352
Chelyabinsk, Krasnopolskiy prospekt, 5b;157;55.207834;61.301197
Chelyabinsk, Krasnopolskiy prospekt, 5v;88;55.207921;61.302158
Chelyabinsk, Krasnopolskiy prospekt, 5g;107;55.207305;61.302445
Chelyabinsk, Krasnopolskiy prospekt, 7;356;55.208697;61.297127
Chelyabinsk, Krasnopolskiy prospekt, 7a;78;55.208358;61.297756
Chelyabinsk, Krasnopolskiy prospekt, 9;77;55.208774;61.295852
Chelyabinsk, Krasnopolskiy prospekt, 9a;136;55.208553;61.296355
Chelyabinsk, Krasnoflotskaya, 65;255;55.177463;61.464151
Chelyabinsk, Krasnykh Pilotov, 10;53;55.189588;61.382952
Chelyabinsk, Krasnykh Pilotov, 8;171;55.190467;61.38288
Chelyabinsk, Kronshtadtskaya, 13;201;55.126802;61.470799
Chelyabinsk, Kronshtadtskaya, 17a;88;55.12551;61.47026
Chelyabinsk, Kronshtadtskaya, 20;147;55.126246;61.468903
Chelyabinsk, Kronshtadtskaya, 32;97;55.120696;61.465346
Chelyabinsk, Krupskoy, 23a;62;55.146831;61.387246
Chelyabinsk, Krupskoy, 44;242;55.148019;61.388046
Chelyabinsk, Krupskoy, 46;163;55.14785;61.386671
Chelyabinsk, Krylova, 13;41;55.171709;61.437983
Chelyabinsk, Krylova, 4;98;55.17009;61.435288
Chelyabinsk, Kudryavtseva, 12;64;55.183564;61.420843
Chelyabinsk, Kudryavtseva, 16;338;55.182367;61.421616
Chelyabinsk, Kudryavtseva, 16a;34;55.182161;61.420789
Chelyabinsk, Kudryavtseva, 20;131;55.180809;61.422631
Chelyabinsk, Kudryavtseva, 20a;238;55.180634;61.421831
Chelyabinsk, Kudryavtseva, 21;121;55.186294;61.4207
Chelyabinsk, Kudryavtseva, 27;87;55.1847;61.420798
Chelyabinsk, Kudryavtseva, 32a;154;55.176563;61.425245
Chelyabinsk, Kudryavtseva, 34;161;55.175761;61.426844
Chelyabinsk, Kudryavtseva, 36;153;55.175576;61.426027
Chelyabinsk, Kudryavtseva, 38;89;55.175134;61.42573
Chelyabinsk, Kudryavtseva, 75;335;55.175576;61.427509
Chelyabinsk, Kudryavtseva, 81a;80;55.173411;61.428192
Chelyabinsk, Kudryavtseva, 83;197;55.172316;61.428371
Chelyabinsk, Kudryavtseva, 83a;77;55.172537;61.429269
Chelyabinsk, Kuznetsova, 10;62;55.114986;61.347819
Chelyabinsk, Kuznetsova, 13;41;55.114049;61.348718
Chelyabinsk, Kuznetsova, 14;681;55.114544;61.346112
Chelyabinsk, Kuznetsova, 15;291;55.113998;61.347316
Chelyabinsk, Kuznetsova, 17;109;55.113709;61.345906
Chelyabinsk, Kuznetsova, 19;79;55.113782;61.345124
Chelyabinsk, Kuznetsova, 23;72;55.11339;61.34313
Chelyabinsk, Kuznetsova, 25;62;55.113313;61.341944
Chelyabinsk, Kuznetsova, 3;61;55.117484;61.356506
Chelyabinsk, Kuznetsova, 31;114;55.113138;61.340561
Chelyabinsk, Kuznetsova, 35;286;55.111439;61.338378
Chelyabinsk, Kuznetsova, 37;116;55.111969;61.336617
Chelyabinsk, Kuznetsova, 37a;504;55.110738;61.336896
Chelyabinsk, Kuznetsova, 4;76;55.116063;61.351772
Chelyabinsk, Kuznetsova, 5;188;55.116789;61.356093
Chelyabinsk, Kuznetsova, 6;43;55.115141;61.350344
Chelyabinsk, Kuznetsova, 6a;150;55.115342;61.349409
Chelyabinsk, Kuznetsova, 8;93;55.115059;61.348592
Chelyabinsk, Kuybysheva, 17;84;55.197256;61.357773
Chelyabinsk, Kuybysheva, 19;53;55.198047;61.355922
Chelyabinsk, Kuybysheva, 23;47;55.198242;61.353416
Chelyabinsk, Kuybysheva, 25a;63;55.197019;61.351188
Chelyabinsk, Kuybysheva, 27;276;55.198237;61.351943
Chelyabinsk, Kuybysheva, 29;69;55.198165;61.350344
Chelyabinsk, Kuybysheva, 31;32;55.197636;61.350326
Chelyabinsk, Kuybysheva, 35;239;55.198186;61.348745
Chelyabinsk, Kuybysheva, 37;74;55.197826;61.348592
Chelyabinsk, Kuybysheva, 37a;283;55.197112;61.348035
Chelyabinsk, Kuybysheva, 41;96;55.198083;61.345043
Chelyabinsk, Kuybysheva, 43;67;55.19817;61.343894
Chelyabinsk, Kuybysheva, 47;81;55.196654;61.344801
Chelyabinsk, Kuybysheva, 55;32;55.196577;61.340175
Chelyabinsk, Kuybysheva, 57;68;55.197584;61.339645
Chelyabinsk, Kuybysheva, 59;56;55.196541;61.339303
Chelyabinsk, Kuybysheva, 65;34;55.197816;61.338656
Chelyabinsk, Kuybysheva, 65a;50;55.19816;61.338513
Chelyabinsk, Kuybysheva, 69;45;55.197322;61.334955
Chelyabinsk, Kuybysheva, 7;256;55.198263;61.364815
Chelyabinsk, Kuybysheva, 71;43;55.19817;61.336689
Chelyabinsk, Kuybysheva, 73;229;55.198237;61.335288
Chelyabinsk, Kuybysheva, 75;62;55.198257;61.333689
Chelyabinsk, Kuybysheva, 80;68;55.198936;61.337381
Chelyabinsk, Kuybysheva, 84;441;55.199003;61.336518
Chelyabinsk, Kuybysheva, 86;180;55.198854;61.334291
Chelyabinsk, Kuybysheva, 86a;54;55.199527;61.334866
Chelyabinsk, Kuybysheva, 88a;34;55.199943;61.334129
Chelyabinsk, Kuybysheva, 9;387;55.19797;61.361815
